uniqueID,title,Longitude,Latitude,clinicAddressLine1,clinicAddressLine2,suburb,state,postcode,locationInstructions,driveThroughTesting,wheelchairAccessible,walkInAllowed,bookingRequired,bookingLink,bookingPhoneNumber,ageLimit,referralRequired,mondayOpeningHours,mondayBreakStartTime,mondayBreakEndTime,mondayClosingHours,tuesdayOpeningHours,tuesdayBreakStartTime,tuesdayBreakEndTime,tuesdayClosingHours,wednesdayOpeningHours,wednesdayBreakStartTime,wednesdayBreakEndTime,wednesdayClosingHours,thursdayOpeningHours,thursdayBreakStartTime,thursdayBreakEndTime,thursdayClosingHours,fridayOpeningHours,fridayBreakStartTime,fridayBreakEndTime,fridayClosingHours,saturdayOpeningHours,saturdayBreakStartTime,saturdayBreakEndTime,saturdayClosingHours,sundayOpeningHours,sundayBreakStartTime,sundayBreakEndTime,sundayClosingHours,specialInstructions,resultsInstructions,closureInstructions,ageRestrictionInstructions,bookingInstructions,otherInstructions,providerWebsite,lastUpdated
CID00436,Taree Douglass Hanly Moir Pathology Walk-In Clinic,152.458148,-31.911263,Suite 1,65 Pulteney Street,Taree,NSW,2430,,N,N,Y,Y,,"1800 026 622,(02) 9111 3405",,N,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,,,,,,,,,,(02) 9855 6116,,,,,https://www.dhm.com.au/,2023-04-05 5:30 pm
CID00440,Telarah Histopath Pathology Drive-through Clinic,151.527854294736,-32.7274291106582,,84 Green Street,Telarah,NSW,2320,,Y,Y,N,N,,,,N,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,,(02) 9878 8111,,,,,https://www.histopath.com.au/,2023-04-04 2:46 pm
CID00445,Tibooburra Walk-in Clinic,142.012165255297,-29.4329348702672,Tibooburra Health Service,Sturt Street,Tibooburra,NSW,2880,,N,Y,Y,N,,,,N,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,,,,,,,,,,,,,,Closed on public holidays.,,2023-01-18 10:15 am
CID00446,Tottenham Multi-Purpose Health Service Drive-through Clinic,147.349816297991,-32.2418411936352,,Lot 10 Moodana Street,Tottenham,NSW,2873,,Y,Y,Y,N,,,,N,8:00 AM,,,1:00 PM,8:00 AM,,,1:00 PM,8:00 AM,,,1:00 PM,8:00 AM,,,1:00 PM,8:00 AM,,,1:00 PM,,,,,,,,,,,,,,,,2023-01-10 10:45 am
CID00447,Towradgi Histopath Drive-through and Walk-in Clinic,150.910530025021,-34.3839131067776,,Ray Robinson Oval Car Park,Towradgi,NSW,2518,Enter via Moray Road,Y,Y,Y,N,,,,N,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,,,,,8:00 AM,,,3:00 PM,,(02) 9878 8111,,,,,https://www.histopath.com.au/,2023-04-18 9:31 am
CID00448,Trangie Multi-Purpose Health Service Drive-through Clinic,147.976995209075,-32.030466779447,,28 Harris Street,Trangie,NSW,2821,,Y,Y,Y,N,,,,N,10:00 AM,,,11:00 AM,10:00 AM,,,11:00 AM,10:00 AM,,,11:00 AM,10:00 AM,,,11:00 AM,10:00 AM,,,11:00 AM,,,,,,,,,,,,,,Closed on public holidays.,,2023-01-18 10:15 am
CID00449,Trundle Multi-Purpose Health Service Drive-through Clinic,147.705173328132,-32.9211185389855,,44 Brookview Street,Trundle,NSW,2875,,Y,Y,Y,N,,,,N,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,,,,,,,,,,,,,,,,2023-01-10 12:00 pm
CID00451,Tullamore Multi-Purpose Health Service Drive-through Walk-In Clinic,147.569515043467,-32.6345303152643,,1-5 Hinkler Street,Tullamore,NSW,2874,,Y,Y,Y,N,,,,N,8:00 AM,,,4:30 PM,8:00 AM,,,4:30 PM,8:00 AM,,,4:30 PM,8:00 AM,,,4:30 PM,8:00 AM,,,4:30 PM,,,,,,,,,,,,,,,,2022-05-30 5:30 pm
CID00453,Tumut Respiratory Clinic,148.2098946,-35.2954524,Old Railway Precinct,Snowy Mountains Highway,Tumut,NSW,2720,,N,N,N,Y,https://www.hotdoc.com.au/medical-centres/tumut-NSW-2720/tumut-respiratory-clinic/doctors?purpose=respiratory,,,N,,,,,,,,,,,,,8:30 AM,,,10:30 AM,,,,,,,,,,,,,,,,,,Closed on public holidays.,https://www.health.gov.au/initiatives-and-programs/coronavirus-covid-19-gp-respiratory-clinics,2023-01-18 10:15 am
CID00466,Walgett Mobile Respiratory Clinic,148.1188795,-30.0226256,,37 Pitt Street,Walgett,NSW,2832,,N,N,N,Y,,(02) 6820 3777,,N,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,,,,,,,,,,,,,Testing available by appointment on public holidays.,,,2023-01-03 2:15 pm
CID00467,Walgett Multi-Purpose Health Service Drive-through and Walk-In Clinic,148.115613331419,-30.0308425756997,"Ambulance Bay, Walgett Multi-Purpose Services",Fox Street,Walgett,NSW,2832,,Y,Y,Y,Y,,(02) 6817 9400,,N,9:00 AM,,,12:00 PM,9:00 AM,,,12:00 PM,9:00 AM,,,12:00 PM,9:00 AM,,,12:00 PM,9:00 AM,,,12:00 PM,,,,,,,,,,,,,,Closed on public holidays.,,2023-01-18 10:15 am
CID00468,Wallsend 4Cyte Pathology Drive-through Clinic,151.669261,-32.90248,,173 Nelson Street,Wallsend,NSW,2287,,Y,Y,N,Y,https://www.medtechservices.net.au/covid19-wallsend,,,N,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,11:30 AM,,,,,,13 42 98,,,,,https://www.4cyte.com.au/,2023-04-24 9:00 am
CID00470,Warilla Southern.IML Pathology Drive-through Clinic,150.860606,-34.551443,,109 Shellharbour Road,Warilla,NSW,2528,,Y,Y,N,N,,,,N,,,,,,,,,,,,,,,,,,,,,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,,1300 652 200,,,,Closed on public holidays.,https://www.southernpath.com.au/,2023-04-18 4:00 pm
CID00471,Warners Bay 4Cyte Pathology Drive-through Clinic,151.658862,-32.965261,Central Church,290 Hillsborough Road,Warners Bay,NSW,2282,,Y,Y,N,N,,,,N,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,,,,,,13 42 98,,,,,https://www.4cyte.com.au/,2023-04-24 9:00 am
CID00472,Warrawong Histopath Pathology Drive-through and Walk-in Clinic,150.872197110353,-34.4916575553577,Kully Bay Car Park,Northcliffe Drive,Warrawong,NSW,2502,East of The Illawarra Yacht Club,Y,Y,Y,N,,,,N,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,,(02) 9878 8111,,,,,https://www.histopath.com.au/,2023-04-18 9:00 am
CID00473,Warren Multi-Purpose Health Service Drive-through Clinic,147.837507969144,-31.6939812766075,,Dr Kater Drive,Warren,NSW,2824,,Y,Y,Y,Y,,02 6847 5400,,N,2:00 PM,,,3:00 PM,2:00 PM,,,3:00 PM,2:00 PM,,,3:00 PM,2:00 PM,,,3:00 PM,,,,,,,,,,,,,,,,,,Closed on public holidays.,,2023-01-18 10:15 am
CID00479,Wentworth Health Service Walk-in Clinic,141.92269671761403,-34.109798257447984,Wentworth Health Service,Silver City Highway,Wentworth,NSW,2648,,N,Y,Y,N,,,,N,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,,,,,,,,,,,,,,Closed on public holidays.,,2023-01-18 10:15 am
CID00480,Werrington Histopath Pathology Drive-through Clinic,150.746249273135,-33.7615884350957,Western Sydney University Werrington North,Great Western Highway,Werrington,NSW,2747,,Y,Y,N,N,,,,N,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,1:00 PM,Reduced hours due to University event,(02) 9878 8111,,,,,https://www.histopath.com.au/,2023-04-28 10:15 am
CID00487,White Cliffs Walk-in Clinic,143.089545350738,-30.8508787525607,White Cliffs Health Centre Ambulance Bay,Johnston Street,White Cliffs,NSW,2836,,N,Y,Y,Y,,02 8083 6200,,N,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,,,,,,,,,,,,,,Closed on public holidays.,,2023-01-18 10:30 am
CID00489,Wickham Histopath Pathology Drive-through Clinic,151.762898911595,-32.9251400805276,,42 Honeysuckle Drive,Wickham,NSW,2300,,Y,Y,N,N,,,,N,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,,(02) 9878 8111,,,,,https://www.histopath.com.au/,2023-04-26 10:30 am
CID00490,Wilcannia Health Service Testing Clinic,143.38535964860284,-31.556207663727193,Wilcannia Health Service,14 Ross Street,Wilcannia,NSW,2836,Enter via Ross Street.,Y,Y,Y,Y,,08 80838700,,N,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,,,,,,,,,,,,,"If you need a home test, call 0477 995 809.",Walk-in testing available 24/7.,,2023-01-03 10:15 am
CID00499,Wollongong Southern.IML Pathology Drive-through Clinic,150.888289161756,-34.4248717238257,,45 Denison Street,Wollongong,NSW,2500,,Y,Y,N,N,,,,N,8:00 AM,,,5:00 PM,8:00 AM,,,5:00 PM,8:00 AM,,,5:00 PM,8:00 AM,,,5:00 PM,8:00 AM,,,5:00 PM,8:00 AM,,,5:00 PM,,,,,,1300 652 200,,,,Closed on public holidays.,https://www.southernpath.com.au/,2023-04-18 4:00 pm
CID00506,Wyong Histopath Pathology Drive-through Clinic,151.427489702437,-33.2834561,,6 Rose Street,Wyong,NSW,2259,,Y,Y,N,N,,,,N,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,,(02) 9878 8111,,,,,https://www.histopath.com.au/,2023-03-24 1:30 pm
CID00511,Yarrawonga Health Hospital Clinic,146.006971697441,-36.01150700157,,65 Woods Road,Yarrawonga,VIC,3730,,N,N,N,Y,,(03) 5743 8111,,N,8:00 AM,,,10:00 AM,8:00 AM,,,10:00 AM,,,,,8:00 AM,,,10:00 AM,8:00 AM,,,10:00 AM,8:00 AM,,,10:00 AM,,,,,,,,,,Closed on public holidays.,,2022-01-02 3:49 pm
CID00515,Young Respiratory Clinic,148.3018087,-34.3144817,,12 Boorowa Street,Young,NSW,2594,At the rear of existing practice. Enter via rear entrance.,N,N,N,Y,"https://www.hotdoc.com.au/medical-centres/young-NSW-2594/young-respiratory-clinic/doctors?purpose=respiratory. For further information, please refer to https://www.health.gov.au/initiatives-and-programs/coronavirus-covid-19-gp-respiratory-clinics",,,N,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,,,,,,,,,,,,,,,https://www.health.gov.au/initiatives-and-programs/coronavirus-covid-19-gp-respiratory-clinics,2023-01-03 12:00 pm
CID00523,Wentworthville 4Cyte Pathology Walk-in Clinic,150.97407365353945,-33.808861775416176,Veron Street Car Park,69 Veron Street,Wentworthville,NSW,2145,,N,N,Y,N,,,,N,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,,13 42 98,,,,,https://www.4cyte.com.au/,2023-04-24 12:01 pm
CID00550,Beverly Hills 4Cyte Pathology Drive-through and Walk-in Clinic,151.08205790661023,-33.95348362576123,,143 Stoney Creek Road (Old RTA),Beverly Hills,NSW,2209,,Y,Y,Y,N,,,,N,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,,13 42 98,,,,,https://www.4cyte.com.au,2023-04-24 11:45 am
CID00560,Cooma Histopath Pathology Drive-through Clinic,149.1297419981825,-36.24132330420206,Cooma Hospital,Entry via Victoria street ,Cooma,NSW,2630,,Y,Y,Y,N,,,,N,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,,,,,,,https://www.histopath.com.au/,2023-04-18 2:45 pm
CID00562,Brighton Le Sands Histopath Pathology Drive-through Clinic,151.15399485015882,-33.95040878421178,,100 Bestic Street,Brighton Le Sands,NSW,2216,,Y,Y,Y,N,,,,N,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,,(02) 9878 8111,,,,,https://www.histopath.com.au/,2023-04-18 9:30 am
CID00567,St Georges Basin Southern.IML Pathology Drive Through Clinic,150.5788890592902,-35.087568399050106,St Georges Basin Sporting Complex,Panorama Road (off Wool Road),St Georges Basin,NSW,2540,,Y,Y,N,N,,,,N,8:30 AM,,,3:30 PM,8:30 AM,,,3:30 PM,8:30 AM,,,3:30 PM,8:30 AM,,,3:30 PM,8:30 AM,,,3:30 PM,,,,,8:30 AM,,,3:30 PM,,1300 652 200,,,,Closed on public holidays.,https://www.southernpath.com.au/,2023-04-18 4:00 pm
CID00585,Tenterfield Hospital Drive-through Clinic,152.01344714277,-29.04497252766475,,1-4 Naas Street,Tenterfield,NSW,2372,,Y,Y,Y,Y,,(02) 67395200,,N,,,,,,,,,,,,,,,,,9:30 AM,,,10:30 AM,,,,,,,,,,,,,,,,2022-12-22 10:45 am
CID00590,Ulladulla Histopath Pathology Drive-through Clinic,150.4753933155666,-35.359529678794644,Ulladulla Shopping Centre Car Park,85 South Street,Ulladulla,NSW,2539,,Y,Y,Y,N,,,,N,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,8:00 AM,,,3:00 PM,,(02) 9878 8111,,,,,https://www.histopath.com.au/,2023-04-18 9:31 am
CID00594,North Ryde Julius Avenue 4Cyte Drive-through and Walk-in Clinic,151.1402257,-33.796651,,7 Julius Avenue,North Ryde,NSW,2113,Entry into Newbigin Close,Y,Y,Y,N,,,,N,7:00 AM,,,8:00 PM,7:00 AM,,,8:00 PM,7:00 AM,,,8:00 PM,7:00 AM,,,8:00 PM,7:00 AM,,,8:00 PM,7:00 AM,,,8:00 PM,7:00 AM,,,8:00 PM,,134298,,,,,https://www.4cyte.com.au,2023-01-23 8:31 am
CID00597,Cabramatta 4Cyte Pathology Walk-in Clinic,150.93743641306634,-33.894398891951994,,Shop 2/39 Arthur Street,Cabramatta,NSW,2166,,N,Y,Y,N,,,,N,7:00 AM,,,5:00 PM,7:00 AM,,,5:00 PM,7:00 AM,,,5:00 PM,7:00 AM,,,5:00 PM,7:00 AM,,,5:00 PM,7:00 AM,,,3:00 PM,8:00 AM,,,12:00 PM,,134298,,,,,https://www.4cyte.com.au,2023-01-23 8:15 am
CID00599,Woollahra 4Cyte Pathology Walk-in Clinic,151.2324675400513,-33.88867466815619,,8 Oxford Street,Woollahra,NSW,2025,,N,Y,Y,N,,,,N,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,,134298,,,,,https://www.4cyte.com.au,2023-01-23 9:01 am
CID00601,Merrylands Histopath Pathology Drive-through Clinic,150.97715739758775,-33.833797857144226,Merrylands Park,Corner of Burnett Street and Merrylands Road,Merrylands,NSW,2160,,Y,Y,Y,N,,,,N,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,,(02) 9878 8111,,,,,https://www.histopath.com.au/,2023-04-18 9:45 am
CID00602,Wollongong Southern.IML Pathology Walk-in Clinic,150.88820605667738,-34.42479214333166,,45 Denison Street,Wollongong,NSW,2500,,N,Y,Y,N,,,,N,9:00 AM,,,3:00 PM,9:00 AM,,,3:00 PM,9:00 AM,,,3:00 PM,9:00 AM,,,3:00 PM,9:00 AM,,,3:00 PM,,,,,,,,,,1300 652 200,,,,Closed on public holidays.,https://www.southernpath.com.au/,2023-04-18 4:00 pm
CID00603,Bankstown Austech Drive-through and Walk-in Clinic,151.0338565824152,-33.932009112620705,,32 Cottam Avenue,Bankstown,NSW,2200,,Y,Y,Y,N,,,,N,8:00 AM,,,1:00 PM,8:00 AM,,,1:00 PM,8:00 AM,,,1:00 PM,8:00 AM,,,1:00 PM,8:00 AM,,,1:00 PM,,,,,,,,,,1300 265 000,,,,Closed on public holidays.,https://austechlabs.com.au/,2023-01-18 9:30 am
CID00607,Smithfield Histopath Pathology Walk-in Clinic,150.9388985576402,-33.8615059810347,,146 Polding Street,Smithfield,NSW,2164,,N,Y,Y,N,,,,N,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,,,,,,,https://www.histopath.com.au/,2023-04-18 9:00 am
CID00621,Broken Hill Community Health Centre Drive-through and Walk-in Clinic,141.4645827510821,-31.96036386874736,,Corner Sulphide Street and Crystal Street,Broken Hill,NSW,2880,,Y,Y,Y,N,,,,N,7:00 AM,,,11:00 AM,7:00 AM,,,11:00 AM,7:00 AM,,,11:00 AM,7:00 AM,,,11:00 AM,,,,,,,,,7:00 AM,,,11:00 AM,,,,,,Closed on public holidays.,,2023-01-18 9:30 am
CID00623,Redfern 4Cyte Pathology Walk-in Clinic,151.20113127692642,-33.8921081998882,,174 Redfern Street ,Redfern,NSW,2016,,N,Y,Y,N,,,,N,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,,13 42 98,,,,,https://www.4cyte.com.au,2023-04-24 12:01 pm
CID00628,Harris Park 4Cyte Pathology Walk-in Clinic,151.01059741778667,-33.82192913018522,,68 Harris Street,Harris Park,NSW,2150,,N,Y,Y,N,,,,N,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,8:30 AM,,,5:00 PM,9:00 AM,,,1:00 PM,9:00 AM,,,1:00 PM,,134298,,,,Closed on public holidays.,https://www.4cyte.com.au,2023-04-24 11:45 am
CID00637,"Gosford Histopath Pathology Walk-in Clinic, Gosford Hospital",151.34088611345348,-33.42086715644375,,75 Holden Street,Gosford,NSW,2250,,N,Y,Y,N,,,,N,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,8:00 AM,,,4:00 PM,,(02) 9878 8111,,,,,https://www.histopath.com.au/,2023-01-18 9:16 am
CID00638,Carlingford Histopath Pathology Drive-through and Walk-in Clinic,151.03801,-33.76402,,71 Murray Farm Road,Carlingford,NSW,2118,,Y,Y,Y,N,,,,N,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,8:00 AM,,,6:00 PM,,,,,,,,,,,,,,,https://www.histopath.com.au/,2023-04-18 9:45 am
CID00653,Westmead Clinical Labs Pathology Walk-In Clinic,150.9848087985711,-33.813468486340945,,72 Hawkesbury Road,Westmead,NSW,2145,Advance Medical Centre,N,Y,Y,N,,,,N,8:30 AM,,,12:30 PM,8:30 AM,,,12:30 PM,,,,,8:30 AM,,,12:30 PM,,,,,8:30 AM,,,12:30 PM,,,,,,,,,,,https://www.clinicallabs.com.au/,2023-02-01 10:00 am
CID00654,Emerton Clinical Labs Pathology Walk-In Clinic,150.8100972694275,-33.745165326072936,,"Shop 4, 127-129 Popondetta Road",Emerton,NSW,2770,Emerton Medical Centre,N,Y,Y,N,,,,N,8:30 AM,,,3:00 PM,8:30 AM,,,3:00 PM,8:30 AM,,,3:00 PM,8:30 AM,,,3:00 PM,8:30 AM,,,3:00 PM,9:00 AM,,,12:00 PM,,,,,,,,,,,https://www.clinicallabs.com.au/,2023-02-06 11:00 am
CID00655,Seven Hills Clinical Labs Walk-In Clinic,150.92326257525679,-33.77640016967493,,"Shop 4, 6 Orana Avenue",Seven Hills,NSW,2147,Orana Medical Practice,N,Y,Y,N,,,,N,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,,,,,,,,,,,https://www.clinicallabs.com.au/,2023-03-22 3:15 pm
CID00656,Cronulla Clinical Labs Walk-In Clinic,151.151496405905,-34.05379374387572,,"Suite 1, Ground Floor, 70 Croydon Street",Cronulla,NSW,2230,,N,N,Y,N,,,,N,7:30 AM,,,12:30 PM,7:30 AM,,,12:30 PM,7:30 AM,,,12:30 PM,7:30 AM,,,12:30 PM,7:30 AM,,,12:30 PM,8:00 AM,,,12:00 PM,,,,,,,,,,,https://www.clinicallabs.com.au/,2023-02-06 11:00 am
CID00657,Rockdale Clinical Labs Walk-In Clinic,151.13980139244006,-33.95751772718536,Rockdale Plaza,"Shop M2, 1 Rockdale Plaza Dr",Rockdale,NSW,2216,MyHealth Rockdale,N,Y,Y,N,,,,N,9:00 AM,,,3:00 PM,9:00 AM,,,3:00 PM,9:00 AM,,,3:00 PM,9:00 AM,,,3:00 PM,9:00 AM,,,3:00 PM,9:00 AM,,,1:00 PM,,,,,,,,,,,https://www.clinicallabs.com.au/,2023-01-30 10:00 am
CID00658,Miranda Clinical Labs Walk-In Clinic,151.102525922501,-34.03688068663951,,"Suite 108, Level 1, 26-28 Gibbs Street",Miranda,NSW,2228,,N,Y,Y,N,,,,N,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,8:00 AM,,,12:00 PM,,,,,,,,,,,,,,,https://www.clinicallabs.com.au/,2023-02-06 11:00 am
CID00662,Galston Clinical Labs Walk-In Clinic,151.04593364058897,-33.652564556236015,,"Shop 4, 350 Galston Road",Galston,NSW,2159,Galston Family Practice,N,Y,Y,N,,,,N,8:30 AM,,,11:30 AM,,,,,,,,,8:30 AM,,,11:30 AM,,,,,,,,,,,,,,,,,,,https://www.clinicallabs.com.au/,2023-02-06 11:00 am
CID00665,Bondi Junction Clinical Labs Walk-In Clinic,151.24661715746814,-33.89245065282765,,47-49 Spring Street,Bondi Junction,NSW,2022,,N,Y,Y,N,,,,N,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,9:00 AM,,,5:00 PM,,,,,,,https://www.clinicallabs.com.au/,2023-04-04 2:45 pm
